entidad,id,etiqueta,año,de_quien_habla,campo,valor,afirma,nivel,enlace,estado,detalle
carroza,1925-joyero-a-3,victor-cosio_1925_joyero,1925,Joyero,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/2559-joyero-2559.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1925joyero.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1926-plus-ultra-a-1,salviejo_1926_plus-ultra,1926,Plus Ultra,título de la carroza,Plus Ultra,Palmarés de batalladeflores.net,1,http://batalladeflores.net/plus-ultra/,publicado,
carroza,1926-plus-ultra-a-1,salviejo_1926_plus-ultra,1926,Plus Ultra,puesto en el palmarés,1,Palmarés de batalladeflores.net,1,http://batalladeflores.net/plus-ultra/,publicado,
carroza,1926-plus-ultra-a-1,salviejo_1926_plus-ultra,1926,Plus Ultra,puesto en el palmarés,1,Prensa de la época,2,https://www.batalladeflores.net/wp-content/uploads/2014/03/1926.09.17-La-union-ilustrada.jpg,publicado,
carroza,1926-plus-ultra-a-1,salviejo_1926_plus-ultra,1926,Plus Ultra,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/plus-ultra/,retirada por nosotros,las categorías A y B no existían en 1926: nacen con el reglamento municipal de 2011
carroza,1926-plus-ultra-a-1,salviejo_1926_plus-ultra,1926,Plus Ultra,"grupo, tal y como lo escribe la fuente",Federico Salviejo,Palmarés de batalladeflores.net,1,http://batalladeflores.net/plus-ultra/,publicado,
carroza,1926-plus-ultra-a-1,salviejo_1926_plus-ultra,1926,Plus Ultra,"grupo, tal y como lo escribe la fuente",Federico Salviejo,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/plus-ultra/,publicado,
carroza,1926-plus-ultra-a-1,salviejo_1926_plus-ultra,1926,Plus Ultra,"grupo, tal y como lo escribe la fuente",Federico Salviejo,Prensa de la época,2,https://www.batalladeflores.net/wp-content/uploads/2014/03/1926.09.17-La-union-ilustrada.jpg,publicado,
carroza,1926-plus-ultra-a-1,salviejo_1926_plus-ultra,1926,Plus Ultra,"grupo, en nuestra forma unificada",Federico Salviejo,Palmarés de batalladeflores.net,1,http://batalladeflores.net/plus-ultra/,publicado,
carroza,1926-plus-ultra-a-1,salviejo_1926_plus-ultra,1926,Plus Ultra,"grupo, en nuestra forma unificada",Federico Salviejo,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/plus-ultra/,publicado,
carroza,1926-plus-ultra-a-1,salviejo_1926_plus-ultra,1926,Plus Ultra,"grupo, en nuestra forma unificada",Federico Salviejo,Prensa de la época,2,https://www.batalladeflores.net/wp-content/uploads/2014/03/1926.09.17-La-union-ilustrada.jpg,publicado,
carroza,1926-plus-ultra-a-1,salviejo_1926_plus-ultra,1926,Plus Ultra,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/1769-plusultra-1769.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1926plusultra.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1926-paso-a-espana-a-2,manuel-piedra_1926_paso-espana,1926,Paso a España,título de la carroza,Paso a España,Palmarés de batalladeflores.net,1,https://www.batalladeflores.net/batalla-de-flores-de-laredo-palmares-de-la-edicion-1926/,publicado,
carroza,1926-paso-a-espana-a-2,manuel-piedra_1926_paso-espana,1926,Paso a España,puesto en el palmarés,2,Palmarés de batalladeflores.net,1,https://www.batalladeflores.net/batalla-de-flores-de-laredo-palmares-de-la-edicion-1926/,publicado,
carroza,1926-paso-a-espana-a-2,manuel-piedra_1926_paso-espana,1926,Paso a España,categoría,A,Palmarés de batalladeflores.net,1,https://www.batalladeflores.net/batalla-de-flores-de-laredo-palmares-de-la-edicion-1926/,retirada por nosotros,las categorías A y B no existían en 1926: nacen con el reglamento municipal de 2011
carroza,1926-paso-a-espana-a-2,manuel-piedra_1926_paso-espana,1926,Paso a España,"grupo, tal y como lo escribe la fuente",Manuel Piedra,Palmarés de batalladeflores.net,1,https://www.batalladeflores.net/batalla-de-flores-de-laredo-palmares-de-la-edicion-1926/,publicado,
carroza,1926-paso-a-espana-a-2,manuel-piedra_1926_paso-espana,1926,Paso a España,"grupo, en nuestra forma unificada",Manuel Piedra,Palmarés de batalladeflores.net,1,https://www.batalladeflores.net/batalla-de-flores-de-laredo-palmares-de-la-edicion-1926/,publicado,
carroza,1926-laud-a-3,ildefonso-vallejo_1926_laud,1926,Laúd,título de la carroza,Laúd,Palmarés de batalladeflores.net,1,http://batalladeflores.net/laud/,publicado,
carroza,1926-laud-a-3,ildefonso-vallejo_1926_laud,1926,Laúd,puesto en el palmarés,3,Palmarés de batalladeflores.net,1,http://batalladeflores.net/laud/,publicado,
carroza,1926-laud-a-3,ildefonso-vallejo_1926_laud,1926,Laúd,puesto en el palmarés,3,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/laud/,publicado,
carroza,1926-laud-a-3,ildefonso-vallejo_1926_laud,1926,Laúd,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/laud/,retirada por nosotros,las categorías A y B no existían en 1926: nacen con el reglamento municipal de 2011
carroza,1926-laud-a-3,ildefonso-vallejo_1926_laud,1926,Laúd,"grupo, tal y como lo escribe la fuente",Ildefonso Vallejo,Palmarés de batalladeflores.net,1,http://batalladeflores.net/laud/,publicado,
carroza,1926-laud-a-3,ildefonso-vallejo_1926_laud,1926,Laúd,"grupo, tal y como lo escribe la fuente",Ildefonso Vallejo,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/laud/,publicado,
carroza,1926-laud-a-3,ildefonso-vallejo_1926_laud,1926,Laúd,"grupo, en nuestra forma unificada",Ildefonso Vallejo,Palmarés de batalladeflores.net,1,http://batalladeflores.net/laud/,publicado,
carroza,1926-laud-a-3,ildefonso-vallejo_1926_laud,1926,Laúd,"grupo, en nuestra forma unificada",Ildefonso Vallejo,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/laud/,publicado,
carroza,1926-laud-a-3,ildefonso-vallejo_1926_laud,1926,Laúd,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/2116-ud-2116.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1926laud.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1926-cocodrilo-a-5,ildefonso-vallejo_1926_cocodrilo,1926,Cocodrilo,título de la carroza,Cocodrilo,Palmarés de batalladeflores.net,1,http://batalladeflores.net/cocodrilo/,publicado,
carroza,1926-cocodrilo-a-5,ildefonso-vallejo_1926_cocodrilo,1926,Cocodrilo,puesto en el palmarés,5,Palmarés de batalladeflores.net,1,http://batalladeflores.net/cocodrilo/,publicado,
carroza,1926-cocodrilo-a-5,ildefonso-vallejo_1926_cocodrilo,1926,Cocodrilo,puesto en el palmarés,5,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/cocodrilo/,publicado,
carroza,1926-cocodrilo-a-5,ildefonso-vallejo_1926_cocodrilo,1926,Cocodrilo,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/cocodrilo/,retirada por nosotros,las categorías A y B no existían en 1926: nacen con el reglamento municipal de 2011
carroza,1926-cocodrilo-a-5,ildefonso-vallejo_1926_cocodrilo,1926,Cocodrilo,"grupo, tal y como lo escribe la fuente",Ildefonso Vallejo,Palmarés de batalladeflores.net,1,http://batalladeflores.net/cocodrilo/,publicado,
carroza,1926-cocodrilo-a-5,ildefonso-vallejo_1926_cocodrilo,1926,Cocodrilo,"grupo, tal y como lo escribe la fuente",Ildefonso Vallejo,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/cocodrilo/,publicado,
carroza,1926-cocodrilo-a-5,ildefonso-vallejo_1926_cocodrilo,1926,Cocodrilo,"grupo, en nuestra forma unificada",Ildefonso Vallejo,Palmarés de batalladeflores.net,1,http://batalladeflores.net/cocodrilo/,publicado,
carroza,1926-cocodrilo-a-5,ildefonso-vallejo_1926_cocodrilo,1926,Cocodrilo,"grupo, en nuestra forma unificada",Ildefonso Vallejo,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/cocodrilo/,publicado,
carroza,1926-cocodrilo-a-5,ildefonso-vallejo_1926_cocodrilo,1926,Cocodrilo,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/2115-cocodrilo-2115.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1926cocodrilo.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1927-sangre-y-arena-a-1,marcelino-rodriguez_1927_sangre-arena,1927,Sangre y Arena,título de la carroza,Sangre y Arena,Palmarés de batalladeflores.net,1,http://batalladeflores.net/sangre-y-arena/,publicado,
carroza,1927-sangre-y-arena-a-1,marcelino-rodriguez_1927_sangre-arena,1927,Sangre y Arena,puesto en el palmarés,1,Palmarés de batalladeflores.net,1,http://batalladeflores.net/sangre-y-arena/,publicado,
carroza,1927-sangre-y-arena-a-1,marcelino-rodriguez_1927_sangre-arena,1927,Sangre y Arena,puesto en el palmarés,1,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/sangre-y-arena/,publicado,
carroza,1927-sangre-y-arena-a-1,marcelino-rodriguez_1927_sangre-arena,1927,Sangre y Arena,puesto en el palmarés,1,Prensa de la época,2,https://www.batalladeflores.net/wp-content/uploads/2014/04/1927.08.29.elheraldodemadrid.jpg,publicado,
carroza,1927-sangre-y-arena-a-1,marcelino-rodriguez_1927_sangre-arena,1927,Sangre y Arena,puesto en el palmarés,1,Prensa de la época,2,https://www.batalladeflores.net/wp-content/uploads/2013/09/ABC29-08-1927.jpg,publicado,
carroza,1927-sangre-y-arena-a-1,marcelino-rodriguez_1927_sangre-arena,1927,Sangre y Arena,puesto en el palmarés,1,Prensa de la época,2,https://www.batalladeflores.net/wp-content/uploads/2013/09/mundografico1927.jpg,publicado,
carroza,1927-sangre-y-arena-a-1,marcelino-rodriguez_1927_sangre-arena,1927,Sangre y Arena,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/sangre-y-arena/,retirada por nosotros,las categorías A y B no existían en 1927: nacen con el reglamento municipal de 2011
carroza,1927-sangre-y-arena-a-1,marcelino-rodriguez_1927_sangre-arena,1927,Sangre y Arena,"grupo, tal y como lo escribe la fuente",Marcelino Rodríguez,Palmarés de batalladeflores.net,1,http://batalladeflores.net/sangre-y-arena/,publicado,
carroza,1927-sangre-y-arena-a-1,marcelino-rodriguez_1927_sangre-arena,1927,Sangre y Arena,"grupo, tal y como lo escribe la fuente",Marcelino Rodríguez,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/sangre-y-arena/,publicado,
carroza,1927-sangre-y-arena-a-1,marcelino-rodriguez_1927_sangre-arena,1927,Sangre y Arena,"grupo, tal y como lo escribe la fuente",Marcelino Rodríguez,Prensa de la época,2,https://www.batalladeflores.net/wp-content/uploads/2014/04/1927.08.29.elheraldodemadrid.jpg,publicado,
carroza,1927-sangre-y-arena-a-1,marcelino-rodriguez_1927_sangre-arena,1927,Sangre y Arena,"grupo, tal y como lo escribe la fuente",Marcelino Rodríguez,Prensa de la época,2,https://www.batalladeflores.net/wp-content/uploads/2013/09/ABC29-08-1927.jpg,publicado,
carroza,1927-sangre-y-arena-a-1,marcelino-rodriguez_1927_sangre-arena,1927,Sangre y Arena,"grupo, tal y como lo escribe la fuente",Marcelino Rodríguez,Prensa de la época,2,https://www.batalladeflores.net/wp-content/uploads/2013/09/mundografico1927.jpg,publicado,
carroza,1927-sangre-y-arena-a-1,marcelino-rodriguez_1927_sangre-arena,1927,Sangre y Arena,"grupo, en nuestra forma unificada",Marcelino Rodríguez,Palmarés de batalladeflores.net,1,http://batalladeflores.net/sangre-y-arena/,publicado,
carroza,1927-sangre-y-arena-a-1,marcelino-rodriguez_1927_sangre-arena,1927,Sangre y Arena,"grupo, en nuestra forma unificada",Marcelino Rodríguez,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/sangre-y-arena/,publicado,
carroza,1927-sangre-y-arena-a-1,marcelino-rodriguez_1927_sangre-arena,1927,Sangre y Arena,"grupo, en nuestra forma unificada",Marcelino Rodríguez,Prensa de la época,2,https://www.batalladeflores.net/wp-content/uploads/2014/04/1927.08.29.elheraldodemadrid.jpg,publicado,
carroza,1927-sangre-y-arena-a-1,marcelino-rodriguez_1927_sangre-arena,1927,Sangre y Arena,"grupo, en nuestra forma unificada",Marcelino Rodríguez,Prensa de la época,2,https://www.batalladeflores.net/wp-content/uploads/2013/09/ABC29-08-1927.jpg,publicado,
carroza,1927-sangre-y-arena-a-1,marcelino-rodriguez_1927_sangre-arena,1927,Sangre y Arena,"grupo, en nuestra forma unificada",Marcelino Rodríguez,Prensa de la época,2,https://www.batalladeflores.net/wp-content/uploads/2013/09/mundografico1927.jpg,publicado,
carroza,1927-sangre-y-arena-a-1,marcelino-rodriguez_1927_sangre-arena,1927,Sangre y Arena,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/2318-sangreyarena-2318.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1927sangreyarena.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1927-un-alto-en-el-camino-a-2,benito_1927_alto-camino,1927,Un alto en el camino,título de la carroza,Un alto en el camino,Palmarés de batalladeflores.net,1,http://batalladeflores.net/un-alto-en-el-camino/,publicado,
carroza,1927-un-alto-en-el-camino-a-2,benito_1927_alto-camino,1927,Un alto en el camino,puesto en el palmarés,2,Palmarés de batalladeflores.net,1,http://batalladeflores.net/un-alto-en-el-camino/,publicado,
carroza,1927-un-alto-en-el-camino-a-2,benito_1927_alto-camino,1927,Un alto en el camino,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/un-alto-en-el-camino/,retirada por nosotros,las categorías A y B no existían en 1927: nacen con el reglamento municipal de 2011
carroza,1927-un-alto-en-el-camino-a-2,benito_1927_alto-camino,1927,Un alto en el camino,"grupo, tal y como lo escribe la fuente",Benito Peña,Palmarés de batalladeflores.net,1,http://batalladeflores.net/un-alto-en-el-camino/,publicado,
carroza,1927-un-alto-en-el-camino-a-2,benito_1927_alto-camino,1927,Un alto en el camino,"grupo, tal y como lo escribe la fuente",Benito Peña,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/un-alto-en-el-camino/,publicado,
carroza,1927-un-alto-en-el-camino-a-2,benito_1927_alto-camino,1927,Un alto en el camino,"grupo, en nuestra forma unificada",Benito Peña,Palmarés de batalladeflores.net,1,http://batalladeflores.net/un-alto-en-el-camino/,publicado,
carroza,1927-un-alto-en-el-camino-a-2,benito_1927_alto-camino,1927,Un alto en el camino,"grupo, en nuestra forma unificada",Benito Peña,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/un-alto-en-el-camino/,publicado,
carroza,1927-un-alto-en-el-camino-a-2,benito_1927_alto-camino,1927,Un alto en el camino,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/1650-altoenelcamino-1650.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1927unaltoenelcamino.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1927-caracoles-de-huerta-a-3,manuel-piedra_1927_caracoles-huerta,1927,Caracoles de huerta,título de la carroza,Caracoles de huerta,Palmarés de batalladeflores.net,1,http://batalladeflores.net/caracoles-de-huerta/,publicado,
carroza,1927-caracoles-de-huerta-a-3,manuel-piedra_1927_caracoles-huerta,1927,Caracoles de huerta,puesto en el palmarés,3,Palmarés de batalladeflores.net,1,http://batalladeflores.net/caracoles-de-huerta/,publicado,
carroza,1927-caracoles-de-huerta-a-3,manuel-piedra_1927_caracoles-huerta,1927,Caracoles de huerta,puesto en el palmarés,3,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/caracoles-de-huerta/,publicado,
carroza,1927-caracoles-de-huerta-a-3,manuel-piedra_1927_caracoles-huerta,1927,Caracoles de huerta,puesto en el palmarés,3,Prensa de la época,2,https://www.batalladeflores.net/wp-content/uploads/2013/09/mundografico1927.jpg,publicado,
carroza,1927-caracoles-de-huerta-a-3,manuel-piedra_1927_caracoles-huerta,1927,Caracoles de huerta,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/caracoles-de-huerta/,retirada por nosotros,las categorías A y B no existían en 1927: nacen con el reglamento municipal de 2011
carroza,1927-caracoles-de-huerta-a-3,manuel-piedra_1927_caracoles-huerta,1927,Caracoles de huerta,"grupo, tal y como lo escribe la fuente",Manuel Piedra,Palmarés de batalladeflores.net,1,http://batalladeflores.net/caracoles-de-huerta/,publicado,
carroza,1927-caracoles-de-huerta-a-3,manuel-piedra_1927_caracoles-huerta,1927,Caracoles de huerta,"grupo, tal y como lo escribe la fuente",Manuel Piedra,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/caracoles-de-huerta/,publicado,
carroza,1927-caracoles-de-huerta-a-3,manuel-piedra_1927_caracoles-huerta,1927,Caracoles de huerta,"grupo, tal y como lo escribe la fuente",Manuel Piedra,Prensa de la época,2,https://www.batalladeflores.net/wp-content/uploads/2013/09/mundografico1927.jpg,publicado,
carroza,1927-caracoles-de-huerta-a-3,manuel-piedra_1927_caracoles-huerta,1927,Caracoles de huerta,"grupo, en nuestra forma unificada",Manuel Piedra,Palmarés de batalladeflores.net,1,http://batalladeflores.net/caracoles-de-huerta/,publicado,
carroza,1927-caracoles-de-huerta-a-3,manuel-piedra_1927_caracoles-huerta,1927,Caracoles de huerta,"grupo, en nuestra forma unificada",Manuel Piedra,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/caracoles-de-huerta/,publicado,
carroza,1927-caracoles-de-huerta-a-3,manuel-piedra_1927_caracoles-huerta,1927,Caracoles de huerta,"grupo, en nuestra forma unificada",Manuel Piedra,Prensa de la época,2,https://www.batalladeflores.net/wp-content/uploads/2013/09/mundografico1927.jpg,publicado,
carroza,1927-caracoles-de-huerta-a-3,manuel-piedra_1927_caracoles-huerta,1927,Caracoles de huerta,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/2266-caracolesdehuerta-2266.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1927caracolesdehuerta.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1927-regadera-x-4,ildefonso-vallejo_1927_regadera,1927,Regadera,título de la carroza,Regadera,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/regadera/,publicado,
carroza,1927-regadera-x-4,ildefonso-vallejo_1927_regadera,1927,Regadera,puesto en el palmarés,4,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/regadera/,publicado,
carroza,1927-regadera-x-4,ildefonso-vallejo_1927_regadera,1927,Regadera,"grupo, tal y como lo escribe la fuente",Ildefonso Vallejo,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/regadera/,publicado,
carroza,1927-regadera-x-4,ildefonso-vallejo_1927_regadera,1927,Regadera,"grupo, en nuestra forma unificada",Ildefonso Vallejo,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/regadera/,publicado,
carroza,1927-regadera-x-4,ildefonso-vallejo_1927_regadera,1927,Regadera,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/2117-regadera-2117.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1927regadera3.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1927-regadera-monumental-a-4,ildefonso-vallejo_1927_regadera-monumental,1927,Regadera monumental,título de la carroza,Regadera monumental,Palmarés de batalladeflores.net,1,http://batalladeflores.net/regadera/,publicado,
carroza,1927-regadera-monumental-a-4,ildefonso-vallejo_1927_regadera-monumental,1927,Regadera monumental,puesto en el palmarés,4,Palmarés de batalladeflores.net,1,http://batalladeflores.net/regadera/,publicado,
carroza,1927-regadera-monumental-a-4,ildefonso-vallejo_1927_regadera-monumental,1927,Regadera monumental,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/regadera/,retirada por nosotros,las categorías A y B no existían en 1927: nacen con el reglamento municipal de 2011
carroza,1927-regadera-monumental-a-4,ildefonso-vallejo_1927_regadera-monumental,1927,Regadera monumental,"grupo, tal y como lo escribe la fuente",Ildefonso Vallejo,Palmarés de batalladeflores.net,1,http://batalladeflores.net/regadera/,publicado,
carroza,1927-regadera-monumental-a-4,ildefonso-vallejo_1927_regadera-monumental,1927,Regadera monumental,"grupo, en nuestra forma unificada",Ildefonso Vallejo,Palmarés de batalladeflores.net,1,http://batalladeflores.net/regadera/,publicado,
carroza,1927-joven-rosa-a-6,valle_1927_joven-rosa,1927,Joven Rosa,título de la carroza,Joven Rosa,Palmarés de batalladeflores.net,1,http://batalladeflores.net/joven-rosa/,publicado,
carroza,1927-joven-rosa-a-6,valle_1927_joven-rosa,1927,Joven Rosa,puesto en el palmarés,6,Palmarés de batalladeflores.net,1,http://batalladeflores.net/joven-rosa/,publicado,
carroza,1927-joven-rosa-a-6,valle_1927_joven-rosa,1927,Joven Rosa,puesto en el palmarés,6,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/joven-rosa/,publicado,
carroza,1927-joven-rosa-a-6,valle_1927_joven-rosa,1927,Joven Rosa,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/joven-rosa/,retirada por nosotros,las categorías A y B no existían en 1927: nacen con el reglamento municipal de 2011
carroza,1927-joven-rosa-a-6,valle_1927_joven-rosa,1927,Joven Rosa,"grupo, tal y como lo escribe la fuente",José Valle,Palmarés de batalladeflores.net,1,http://batalladeflores.net/joven-rosa/,publicado,
carroza,1927-joven-rosa-a-6,valle_1927_joven-rosa,1927,Joven Rosa,"grupo, tal y como lo escribe la fuente",José Valle,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/joven-rosa/,publicado,
carroza,1927-joven-rosa-a-6,valle_1927_joven-rosa,1927,Joven Rosa,"grupo, en nuestra forma unificada",José Valle,Palmarés de batalladeflores.net,1,http://batalladeflores.net/joven-rosa/,publicado,
carroza,1927-joven-rosa-a-6,valle_1927_joven-rosa,1927,Joven Rosa,"grupo, en nuestra forma unificada",José Valle,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/joven-rosa/,publicado,
carroza,1927-joven-rosa-a-6,valle_1927_joven-rosa,1927,Joven Rosa,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/2215-jovenrosa-2215.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1927jovenrosa6p.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1927-cuevano-pasiego-x-na,sin-grupo_1927_cuevano-pasiego,1927,Cuévano pasiego,título de la carroza,Cuévano pasiego,Prensa de la época,2,https://www.batalladeflores.net/wp-content/uploads/2013/09/mundografico1927.jpg,publicado,
carroza,1927-diabluras-x-na,sin-grupo_1927_diabluras,1927,Diabluras,título de la carroza,Diabluras,Prensa de la época,2,https://www.batalladeflores.net/wp-content/uploads/2013/09/mundografico1927.jpg,publicado,
carroza,1927-una-trainera-x-na,sin-grupo_1927_trainera,1927,Una trainera,título de la carroza,Una trainera,Prensa de la época,2,https://www.batalladeflores.net/wp-content/uploads/2013/09/mundografico1927.jpg,publicado,
carroza,1928-despertador-con-macetas-a-1,manuel-piedra_1928_despertador-macetas,1928,Despertador con macetas,título de la carroza,Despertador con macetas,Palmarés de batalladeflores.net,1,http://batalladeflores.net/despertador/,publicado,
carroza,1928-despertador-con-macetas-a-1,manuel-piedra_1928_despertador-macetas,1928,Despertador con macetas,puesto en el palmarés,1,Palmarés de batalladeflores.net,1,http://batalladeflores.net/despertador/,publicado,
carroza,1928-despertador-con-macetas-a-1,manuel-piedra_1928_despertador-macetas,1928,Despertador con macetas,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/despertador/,retirada por nosotros,las categorías A y B no existían en 1928: nacen con el reglamento municipal de 2011
carroza,1928-despertador-con-macetas-a-1,manuel-piedra_1928_despertador-macetas,1928,Despertador con macetas,"grupo, tal y como lo escribe la fuente",Manuel Piedra,Palmarés de batalladeflores.net,1,http://batalladeflores.net/despertador/,publicado,
carroza,1928-despertador-con-macetas-a-1,manuel-piedra_1928_despertador-macetas,1928,Despertador con macetas,"grupo, en nuestra forma unificada",Manuel Piedra,Palmarés de batalladeflores.net,1,http://batalladeflores.net/despertador/,publicado,
carroza,1928-despertador-con-macetas-a-1,manuel-piedra_1928_despertador-macetas,1928,Despertador con macetas,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/2267-despertadorconmacetas-2267.jpg,batalladeflores.net (biblioteca de medios),2,https://www.batalladeflores.net/wp-content/uploads/2013/08/1928despertador.jpg,deducción nuestra,"el fichero se subió como «1928despertador», que lleva el año y el nombre de esta carroza"
carroza,1928-paloma-mensajera-a-2,arriaga_1928_paloma-mensajera,1928,Paloma Mensajera,título de la carroza,Paloma Mensajera,Palmarés de batalladeflores.net,1,http://batalladeflores.net/paloma-mensajera/,publicado,
carroza,1928-paloma-mensajera-a-2,arriaga_1928_paloma-mensajera,1928,Paloma Mensajera,puesto en el palmarés,2,Palmarés de batalladeflores.net,1,http://batalladeflores.net/paloma-mensajera/,publicado,
carroza,1928-paloma-mensajera-a-2,arriaga_1928_paloma-mensajera,1928,Paloma Mensajera,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/paloma-mensajera/,retirada por nosotros,las categorías A y B no existían en 1928: nacen con el reglamento municipal de 2011
carroza,1928-paloma-mensajera-a-2,arriaga_1928_paloma-mensajera,1928,Paloma Mensajera,"grupo, tal y como lo escribe la fuente",Julio Arriaga,Palmarés de batalladeflores.net,1,http://batalladeflores.net/paloma-mensajera/,publicado,
carroza,1928-paloma-mensajera-a-2,arriaga_1928_paloma-mensajera,1928,Paloma Mensajera,"grupo, tal y como lo escribe la fuente",Julio Arriaga,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/paloma-mensajera/,publicado,
carroza,1928-paloma-mensajera-a-2,arriaga_1928_paloma-mensajera,1928,Paloma Mensajera,"grupo, en nuestra forma unificada",Julio Arriaga,Palmarés de batalladeflores.net,1,http://batalladeflores.net/paloma-mensajera/,publicado,
carroza,1928-paloma-mensajera-a-2,arriaga_1928_paloma-mensajera,1928,Paloma Mensajera,"grupo, en nuestra forma unificada",Julio Arriaga,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/paloma-mensajera/,publicado,
carroza,1928-paloma-mensajera-a-2,arriaga_1928_paloma-mensajera,1928,Paloma Mensajera,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/2246-palomamensajera-2246.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1928palomamensajera.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1928-leon-a-3,ildefonso-vallejo_1928_leon,1928,León,título de la carroza,León,Palmarés de batalladeflores.net,1,http://batalladeflores.net/leon/,publicado,
carroza,1928-leon-a-3,ildefonso-vallejo_1928_leon,1928,León,puesto en el palmarés,3,Palmarés de batalladeflores.net,1,http://batalladeflores.net/leon/,publicado,
carroza,1928-leon-a-3,ildefonso-vallejo_1928_leon,1928,León,puesto en el palmarés,3,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/leon/,publicado,
carroza,1928-leon-a-3,ildefonso-vallejo_1928_leon,1928,León,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/leon/,retirada por nosotros,las categorías A y B no existían en 1928: nacen con el reglamento municipal de 2011
